Ano;Mês;Classificação;Fonte;Rubrica;Receita;Receita Mês (R$);Receita Ano (R$);Receita Orçada (R$)
2026;02;17145201006;0005;2736;Programa Nacional de Alimentação Escolar - PNAE - Ensino Médio;11.239,75;11.239,75;80.000,00
2026;02;17145201007;0005;2737;Programa Nacional de Alimentação Escolar - PNAE - Povos e Comunidades Tradicionais;6.751,00;6.751,00;0,00
2026;02;17145300000;;;TRANSFERÊNCIAS REFERENTES AO PROGRAMA NACIONAL DE APOIO AO TRANSPORTE DO ESCOLAR – PNATE;0,00;0,00;597.000,00
2026;02;17145301001;0005;2740;Programa Nacional de Apoio ao Transporte Escolar - PNATE;0,00;0,00;597.000,00
2026;02;17150000000;;;TRANSFERÊNCIAS DE RECURSOS DE COMPLEMENTAÇÃO DA UNIÃO AO FUNDO DE MANUTENÇÃO E DESENVOLVIMENTO DA EDUCAÇÃO BÁSICA E DE VALORIZAÇÃO DOS PROFISSIONAIS DA EDUCAÇÃO – FUNDEB ;0,00;583.116,64;0,00
2026;02;17155000000;;;TRANSFERÊNCIAS DE RECURSOS DA COMPLEMENTAÇÃO DA UNIÃO AO FUNDO DE MANUTENÇÃO E DESENVOLVIMENTO DA EDUCAÇÃO BÁSICA E DE VALORIZAÇÃO DOS PROFISSIONAIS DA EDUCAÇÃO – FUNDEB;0,00;583.116,64;0,00
2026;02;17155030000;;;TRANSFERÊNCIAS DE RECURSOS DE COMPLEMENTAÇÃO DA UNIÃO AO FUNDEB – VAAR;0,00;583.116,64;0,00
2026;02;17155301000;0005;2027;Transferências de Recursos do FUNDEB destinados à criação de matrículas ETI;0,00;583.116,64;0,00
2026;02;17160000000;;;TRANSFERÊNCIAS DE RECURSOS DO FUNDO NACIONAL DE ASSISTÊNCIA SOCIAL – FNAS ;201.924,26;390.902,84;4.632.000,00
2026;02;17165000000;;;TRANSFERÊNCIAS DE RECURSOS DO FUNDO NACIONAL DE ASSISTÊNCIA SOCIAL – FNAS;201.924,26;390.902,84;4.632.000,00
2026;02;17165001006;0005;2181;Ministério do Desenvolvimento Social - IGD - Programa Bolsa Família;0,00;188.978,58;1.884.000,00
2026;02;17165001009;0005;2184;Transferência de Recursos do Fundo Nacional de Assistência Social - FNAS - Piso de Alta Complexidade;131.642,60;131.642,60;1.824.000,00
2026;02;17165001010;0005;2183;Transferências de Recursos do Fundo Nacional de Assistência Social – FNAS - Piso Básico Fixo;70.281,66;70.281,66;924.000,00
2026;02;17170000000;;;TRANSFERÊNCIAS DE CONVÊNIOS DA UNIÃO E DE SUAS ENTIDADES;0,00;0,00;537.000,00
2026;02;17179900000;;;OUTRAS TRANSFERÊNCIAS DE RECURSOS DA UNIÃO E DE SUAS ENTIDADES;0,00;0,00;537.000,00
2026;02;17179901009;0005;2057;Programa Técnico Social - Ministério das Cidades;0,00;0,00;537.000,00
2026;02;17190000000;;;OUTRAS TRANSFERÊNCIAS DE RECURSOS DA UNIÃO E DE SUAS ENTIDADES;302.017,06;604.034,12;3.999.000,00
2026;02;17195800000;;;TRANSFERÊNCIA OBRIGATÓRIA DECORRENTE DA LEI COMPLEMENTAR Nº 176/2020;302.017,06;604.034,12;3.999.000,00
2026;02;17195801001;0005;1948;Compensação da União - LC 176/2020;302.017,06;604.034,12;3.999.000,00
2026;02;17200000000;;;TRANSFERÊNCIAS DOS ESTADOS E DO DISTRITO FEDERAL E DE SUAS ENTIDADES;119.844.276,61;333.635.050,50;1.836.890.000,00
2026;02;17210000000;;;PARTICIPAÇÃO NA RECEITA DOS ESTADOS E DISTRITO FEDERAL;113.567.934,86;323.376.891,81;1.745.180.000,00
2026;02;17215000000;;;COTA-PARTE DO ICMS;71.137.901,27;183.383.997,74;1.471.666.000,00
2026;02;17215001001;0001;1236;Cota-Parte do ICMS;71.137.901,27;183.383.997,74;1.471.666.000,00
2026;02;17215100000;;;COTA-PARTE DO IPVA;41.567.890,76;138.103.055,13;262.434.000,00
2026;02;17215101001;0001;1287;Cota-Parte do IPVA;41.567.890,76;138.103.055,13;262.434.000,00
2026;02;17215200000;;;COTA-PARTE DO IPI - MUNICÍPIOS;862.142,83;1.775.351,46;10.567.000,00
2026;02;17215201001;0001;1252;Cota-Parte do IPI - Exportação - Lei 61/1989;862.142,83;1.775.351,46;10.567.000,00
2026;02;17215300000;;;COTA-PARTE DA CONTRIBUIÇÃO DE INTERVENÇÃO NO DOMÍNIO ECONÔMICO;0,00;114.487,48;513.000,00
2026;02;17215301001;0001;1840;Cota-Parte da Contribuição de Intervenção no Domínio Econômico;0,00;114.487,48;513.000,00
2026;02;17240000000;;;TRANSFERÊNCIAS DE CONVÊNIOS DOS ESTADOS E DF E DE SUAS ENTIDADES;6.276.341,75;10.258.158,69;89.820.000,00
2026;02;17245000000;;;TRANSFERÊNCIAS DE CONVÊNIOS DOS ESTADOS E DF PARA O SISTEMA ÚNICO DE SAÚDE – SUS;4.071.685,33;8.053.502,27;66.339.000,00
2026;02;17245001001;0002;1414;SUS - Estadual - Atenção Básica;0,00;0,00;4.000.000,00
2026;02;17245001004;0002;2035;SUS - Estadual - MAC - Média e Alta Complexidade;4.071.685,33;8.053.502,27;55.000.000,00
2026;02;17245001005;0002;2036;SUS - Estadual - Vigilância em Saúde;0,00;0,00;1.475.000,00
2026;02;17245001006;0002;1415;SUS - Estadual - Assistência Farmacêutica;0,00;0,00;5.864.000,00
2026;02;17245100000;;;TRANSFERÊNCIAS DE CONVÊNIOS DOS ESTADOS DESTINADAS A PROGRAMAS DE EDUCAÇÃO;2.204.656,42;2.204.656,42;22.818.000,00
2026;02;17245101002;0002;2907;Convênio Secretaria de Educação do Estado - Programa de Transporte de Alunos da Rede Estadual de Ensino;2.204.656,42;2.204.656,42;22.818.000,00
2026;02;17249900000;;;OUTRAS TRANSFERÊNCIAS DE CONVÊNIOS DOS ESTADOS E DF E DE SUAS ENTIDADES;0,00;0,00;663.000,00
2026;02;17249901003;0002;2247;Convênio com a Fundação de Proteção e Defesa do Consumidor - PROCON;0,00;0,00;663.000,00
2026;02;17290000000;;;OUTRAS TRANSFERÊNCIAS DOS ESTADOS E DISTRITO FEDERAL;0,00;0,00;1.890.000,00
2026;02;17295100000;;;TRANSFERÊNCIAS DE ESTADOS DESTINADAS À ASSISTÊNCIA SOCIAL;0,00;0,00;1.890.000,00
2026;02;17295101001;0002;2311;Fundo Estadual de Assistência Social - FEAS - Proteção Social Básica;0,00;0,00;768.000,00
2026;02;17295101005;0002;2317;Fundo Estadual de Assistência Social - FEAS - Benefícios Eventuais;0,00;0,00;113.000,00
2026;02;17295101007;0002;2037;Fundo Estadual de Assistência Social - FEAS - Proteção Social Especial Média Complexidade;0,00;0,00;1.009.000,00
2026;02;17300000000;;;TRANSFERÊNCIAS DOS MUNICÍPIOS E DE SUAS ENTIDADES;291.078,00;291.078,00;0,00
2026;02;17320000000;;;TRANSFERÊNCIAS DE CONVÊNIOS DOS MUNICÍPIOS E DE SUAS ENTIDADES;291.078,00;291.078,00;0,00
2026;02;17329901001;0006;2138;Convênio Prefeitura Monteiro Lobato - Pavimentação de Estradas Municipais;291.078,00;291.078,00;0,00
2026;02;17500000000;;;TRANSFERÊNCIAS DE OUTRAS INSTITUIÇÕES PÚBLICAS;40.441.417,72;103.835.769,16;662.417.000,00
2026;02;17510000000;;;TRANSFERÊNCIAS DE RECURSOS DO FUNDO DE MANUTENÇÃO E DESENVOLVIMENTO DA EDUCAÇÃO BÁSICA E DE VALORIZAÇÃO DOS PROFISSIONAIS DA EDUCAÇÃO - FUNDEB;40.441.417,72;103.835.769,16;662.417.000,00
2026;02;17515000000;;;TRANSFERÊNCIAS DE RECURSOS DO FUNDO DE MANUTENÇÃO E DESENVOLVIMENTO DA EDUCAÇÃO BÁSICA E DE VALORIZAÇÃO DOS PROFISSIONAIS DA EDUCAÇÃO – FUNDEB;40.441.417,72;103.835.769,16;662.417.000,00
2026;02;17515001001;0002;1321;FUNDEB - FPM;6.516.221,07;11.698.932,55;59.713.000,00
2026;02;17515001002;0002;1322;FUNDEB - ITR;7.227,21;50.172,78;1.120.000,00
2026;02;17515001004;0002;1324;FUNDEB - ICMS;23.847.103,02;59.163.812,52;507.651.000,00
2026;02;17515001005;0002;1325;FUNDEB - IPI;285.849,08;558.243,00;4.048.000,00
2026;02;17515001006;0002;1326;FUNDEB - IPVA;8.317.540,74;29.801.898,82;68.878.000,00
2026;02;17515001007;0002;1327;FUNDEB - ITCMD;903.694,20;1.578.810,91;16.325.000,00
2026;02;17515001008;0002;1328;FUNDEB - FPE;563.782,40;983.898,58;4.682.000,00
2026;02;19000000000;;;OUTRAS RECEITAS CORRENTES;16.058.227,22;39.413.565,21;117.982.000,00
2026;02;19100000000;;;MULTAS ADMINISTRATIVAS, CONTRATUAIS E JUDICIAIS;7.002.638,50;13.515.177,61;46.399.000,00
2026;02;19110000000;;;MULTAS ADMINISTRATIVAS, CONTRATUAIS E JUDICIAIS;7.002.638,50;13.515.177,61;46.399.000,00
2026;02;19110100000;;;MULTAS PREVISTAS EM LEGISLAÇÃO ESPECÍFICA;220.857,83;505.271,59;3.691.000,00
2026;02;19110101000;;;MULTAS PREVISTAS EM LEGISLAÇÃO ESPECÍFICA -  PRINCIPAL;220.403,86;501.918,48;3.557.000,00
2026;02;19110101004;0001;2011;Multas por Auto de Infração - Recursos Próprios;22.626,76;94.295,71;397.000,00
2026;02;19110101006;0003;2070;Multas por Auto de Infração - Fundo Municipal de Saúde - Vigilância Sanitária;18.811,07;59.294,53;300.000,00
2026;02;19110101008;0003;2072;Multas por Auto de Infração - Combate à Dengue;13.669,21;37.283,88;200.000,00
2026;02;19110101009;0003;1950;Multas por Auto de Infração - Procon;165.296,82;311.044,36;2.660.000,00
2026;02;19110102000;;;MULTAS PREVISTAS EM LEGISLAÇÃO ESPECÍFICA -  MULTAS E JUROS;0,00;9,24;1.000,00
2026;02;19110102001;0003;2075;Juros de Mora - Multas por Auto de Infração - Procon;0,00;9,24;1.000,00
2026;02;19110103000;;;MULTAS PREVISTAS EM LEGISLAÇÃO ESPECÍFICA -  DÍVIDA ATIVA;200,60;1.774,79;67.000,00
2026;02;19110103003;0001;2062;Dívida Ativa Não Tributária - Multas por Auto de Infração - Recursos Próprios;0,00;0,00;1.000,00
2026;02;19110103004;0003;2074;Dívida Ativa - Multa por Auto de Infração - Procon;200,60;1.774,79;66.000,00
2026;02;19110104000;;;MULTAS PREVISTAS EM LEGISLAÇÃO ESPECÍFICA - DÍVIDA ATIVA - MULTAS E JUROS;253,37;1.569,08;66.000,00
2026;02;19110104001;0003;2073;Dívida Ativa - Juros de Mora, Multa e Atualização Monetária - Procon;253,37;1.569,08;66.000,00
2026;02;19110900000;;;MULTAS E JUROS PREVISTOS EM CONTRATOS;5.278,50;22.997,84;462.000,00
2026;02;19110901000;0001;2006;Multas e Juros Previstos em Contratos -  Principal;2.002,70;11.102,70;444.000,00
2026;02;19110903000;0001;2008;Multas e Juros Previstos em Contratos -  Dívida Ativa;3.275,80;11.895,14;18.000,00
2026;02;19111400000;;;MULTAS PREVISTAS NO CÓDIGO DE TRÂNSITO BRASILEIRO - CTB;6.776.502,17;12.986.908,18;42.246.000,00
2026;02;19111401001;0003;2127;Multas Previstas na Legislação de Trânsito - Normal;6.776.304,89;12.986.710,90;40.208.000,00
2026;02;19111401003;0003;2128;Multas Previstas na Legislação de Trânsito - Funset;0,00;0,00;2.035.000,00
2026;02;19111404001;0003;2760;Div. Ativa Não Trib. - Multas Prev. Legislação de Trânsito - Normal;197,28;197,28;2.000,00
2026;02;19111404002;0003;2770;Div. Ativa Não Trib. - Multas Prev. Legislação de Trânsito - Parcelamento;0,00;0,00;1.000,00
2026;02;19200000000;;;INDENIZAÇÕES, RESTITUIÇÕES E RESSARCIMENTOS;260.407,58;2.355.744,13;332.000,00
2026;02;19210000000;;;INDENIZAÇÕES;2.389,30;1.820.318,02;332.000,00
2026;02;19219900000;;;OUTRAS INDENIZAÇÕES;2.389,30;1.820.318,02;332.000,00
2026;02;19219901001;0001;2171;Indenizações;2.389,30;1.820.318,02;332.000,00
2026;02;19220000000;;;RESTITUIÇÕES;258.018,28;535.426,11;0,00
2026;02;19220600000;;;RESTITUIÇÃO DE DESPESAS DE EXERCÍCIOS ANTERIORES;258.018,28;535.426,11;0,00
2026;02;19220630000;;;RESTITUIÇÃO DE DESPESAS PRIMÁRIAS DE EXERCÍCIOS ANTERIORES;258.018,28;535.426,11;0,00
2026;02;19220631001;0001;2170;Restituição de Despesas de Exercícios Anteriores;258.018,28;535.426,11;0,00
2026;02;19900000000;;;DEMAIS RECEITAS CORRENTES;8.795.181,14;23.542.643,47;71.251.000,00
2026;02;19990000000;;;OUTRAS RECEITAS CORRENTES;8.795.181,14;23.542.643,47;71.251.000,00
2026;02;19999900000;;;OUTRAS RECEITAS;8.795.181,14;23.542.643,47;71.251.000,00
2026;02;19999920000;;;OUTRAS RECEITAS NÃO ARRECADADAS E NÃO PROJETADAS PELA RFB - PRIMÁRIAS  ;8.795.181,14;23.542.643,47;71.251.000,00
2026;02;19999921001;0003;2194;Fundo Municipal de Assistência Social - FMAS;0,00;0,00;2.000,00
2026;02;19999921002;0003;2135;Fundo de Apoio ao Desporto Joseense - FADEJ;3.027.802,50;3.994.950,02;16.556.000,00
2026;02;19999921003;0003;1580;Fundo Municipal de Turismo - FUMTUR;0,00;0,00;1.000,00
2026;02;19999921004;0001;2089;Diversas Rendas - Recursos Próprios;57.643,90;87.210,84;2.260.000,00
2026;02;19999921005;0006;2097;Repasse Processos Judiciais - Saúde;0,00;1.000,00;0,00
2026;02;19999921006;0003;2160;Zona Azul e outras;350.910,84;701.348,47;4.128.000,00
2026;02;19999921007;0003;2970;Fundo Social de Solidariedade;3.208,81;3.360,21;1.000,00
2026;02;19999921008;0003;1520;Fundo Municipal Antidrogas;0,00;0,00;1.000,00
2026;02;19999921009;0003;2208;Fundo Municipal de Conservação Ambiental - FUMCAM - Saneamento Básico - Contrato Sabesp;0,00;7.126.973,28;0,00
2026;02;19999921010;0003;2348;Fundo Municipal de Habitação - FMH;46.774,12;93.009,57;590.000,00
2026;02;19999921011;0003;2350;Fundo Municipal de Preservação do Patr. Histórico, Artístico, Paisagístico e Cultural - FUMPHAC;0,00;0,00;1.000,00
2026;02;19999921012;0003;2987;Fundo Municipal do Idoso;150,00;300,00;1.255.000,00
2026;02;19999921013;0003;2988;Fundo Municipal de Serviços Ecossistêmicos;0,00;0,00;6.793.000,00
2026;02;19999921014;0003;2989;Fundo Municipal de Conservação Ambiental - FUMCAM;462.029,38;1.437.616,87;2.696.000,00
2026;02;19999921017;0001;2969;Depósitos Judiciais - Lei 151/2015;225.335,89;437.053,03;5.274.000,00
2026;02;19999921018;0003;2967;Fundo Municipal de Transportes - Serviço de Transporte Privado;9.437,09;9.437,09;25.000,00
2026;02;19999921019;0003;2891;Fundo Municipal de Transportes -  Serviço de Compartilhamento de Bicicletas e Patinetes;8.399,58;17.613,23;354.000,00
2026;02;19999921020;0006;2605;Doação Causa Animal - IPTU;13.106,88;13.885,07;40.000,00
2026;02;19999921021;0003;2892;Fundo Municipal de Desenvolvimento Urbano - FMDU;513.050,37;889.928,90;4.952.000,00
2026;02;19999921023;0006;2720;Atividade Complementar Guarda Civil Municipal;43.507,00;81.480,00;288.000,00
2026;02;19999921032;0003;2893;Fundo Municipal dos Direitos da Criança e do Adolescente - FUMDICAD;778.386,92;842.738,84;2.834.000,00
2026;02;19999921036;0003;2163;Serviços de Suporte e Intervenção de Trânsito SEMOB - FMT;5.444,67;9.251,19;70.000,00
2026;02;19999923001;0001;2461;Divida Ativa Não Tributária - Outras;610.173,66;1.306.657,70;4.333.000,00
2026;02;19999924001;0001;1690;Multas e Juros de Mora da Dívida Ativa de Outros Tributos;2.639.819,53;6.488.829,16;18.797.000,00
2026;02;20000000000;;;RECEITAS DE CAPITAL;309.467,66;722.364,10;156.718.000,00
2026;02;21000000000;;;OPERAÇÕES DE CRÉDITO;0,00;0,00;90.900.000,00
2026;02;21100000000;;;OPERAÇÕES DE CRÉDITO - MERCADO INTERNO;0,00;0,00;90.900.000,00
2026;02;21190000000;;;OUTRAS OPERAÇÕES DE CRÉDITO - MERCADO INTERNO;0,00;0,00;90.900.000,00
2026;02;21199900000;;;OUTRAS OPERAÇÕES DE CRÉDITO - MERCADO INTERNO;0,00;0,00;90.900.000,00
2026;02;21199901001;0007;2232;Operação de Crédito - Programa Pró-Transporte, Eixo Cidades Sustentáveis e Resilientes;0,00;0,00;60.000.000,00
2026;02;21199901002;0007;2233;Operação de Crédito - Programa Pró-Moradia;0,00;0,00;30.900.000,00
2026;02;22000000000;;;ALIENAÇÃO DE BENS;0,00;0,00;466.000,00
2026;02;22100000000;;;ALIENAÇÃO DE BENS MÓVEIS;0,00;0,00;466.000,00
2026;02;22110000000;;;ALIENAÇÃO DE TÍTULOS MOBILIÁRIOS;0,00;0,00;466.000,00
2026;02;22110100000;;;ALIENAÇÃO DE TÍTULOS, VALORES MOBILIÁRIOS E APLICAÇÕES CONGÊNERES TEMPORÁRIAS;0,00;0,00;466.000,00
2026;02;22110101001;0001;2381;Alienação de Títulos Mobiliários;0,00;0,00;466.000,00
2026;02;24000000000;;;TRANSFERÊNCIAS DE CAPITAL;309.467,66;722.364,10;65.352.000,00
2026;02;24100000000;;;TRANSFERÊNCIAS DA UNIÃO E DE SUAS ENTIDADES;0,00;0,00;30.002.000,00
2026;02;24110000000;;;TRANSFERÊNCIAS DE RECURSOS DO SISTEMA ÚNICO DE SAÚDE - SUS;0,00;0,00;30.002.000,00
2026;02;24115100000;;;TRANSFERÊNCIAS DE RECURSOS DO SISTEMA ÚNICO DE SAÚDE – SUS - FUNDO A FUNDO - BLOCO DE ESTRUTURAÇÃO DA REDE DE SERVIÇOS PÚBLICOS DE SAÚDE;0,00;0,00;30.002.000,00
2026;02;24115120000;;;TRANSFERÊNCIAS DE RECURSOS DO BLOCO DE ESTRUTURAÇÃO DA REDE DE SERVIÇOS PÚBLICOS DE SAÚDE - ATENÇÃO ESPECIALIZADA;0,00;0,00;30.002.000,00
2026;02;24115121002;0005;2697;SUS - Fundo Nacional de Saúde - Construção de Maternidade - Novo PAC;0,00;0,00;30.002.000,00
2026;02;24200000000;;;TRANSFERÊNCIAS DOS ESTADOS E DO DISTRITO FEDERAL E DE SUAS ENTIDADES;255.320,65;520.989,46;20.393.000,00
2026;02;24220000000;;;TRANSFERÊNCIAS DE CONVÊNIOS DOS ESTADOS E DF E DE SUAS ENTIDADES ;255.320,65;520.989,46;20.393.000,00
2026;02;24229900000;;;OUTRAS TRANSFERÊNCIAS DE CONVÊNIOS DOS ESTADOS E DF E DE SUAS ENTIDADES;255.320,65;520.989,46;20.393.000,00
2026;02;24229901019;0002;2034;Convênio CDHU - Construção de Unidades Habitacionais;0,00;0,00;14.012.000,00
2026;02;24229901022;0002;4007;Emenda Parlamentar Estadual Individual - 325.66369/2025 - Área: Obras - Construção de Praça no Jd. das Indústrias;0,00;0,00;100.000,00
2026;02;24229901023;0002;2981;Convênio Fehidro - GAP Residencial Flamboyant;2.064,84;267.733,65;671.000,00
2026;02;24229901024;0002;2982;Convênio Fehidro - Contenção na Margem do Córrego Senhorinha;0,00;0,00;1.282.000,00
2026;02;24229901026;0002;2634;Restauração da Igreja São Benedito - Secretaria de Governo e Relações Institucionais;0,00;0,00;4.328.000,00
2026;02;24229901027;0002;4029;Emenda Parlamentar Estadual Individual - 429.20005/2025 - Área: Segurança Pública - Aquisição Viatura GCM;253.255,81;253.255,81;0,00
2026;02;24400000000;;;TRANSFERÊNCIAS DE INSTITUIÇÕES PRIVADAS;54.147,01;201.374,64;14.957.000,00
2026;02;24410000000;;;TRANSFERÊNCIAS DE INSTITUIÇÕES PRIVADAS;54.147,01;201.374,64;14.957.000,00
2026;02;24419900000;;;OUTRAS TRANSFERÊNCIAS DE INSTITUIÇÕES PRIVADAS;54.147,01;201.374,64;14.957.000,00
2026;02;24419901003;0006;2612;Convênio de Instituições Privadas de Ensino na Área de Saúde - Contrapartida - Investimentos;1.081,77;3.208,85;60.000,00
2026;02;24419901006;0003;2622;Polo Gerador de Trafégo - Fundo Municipal de Transporte;53.065,24;198.165,79;8.356.000,00
2026;02;24419901007;0006;2628;COAPES - Contrato Organizativo de Ação Pública Ensino - Saúde;0,00;0,00;6.541.000,00
2026;02;900000000000;;;Dedução da Receita Corrente;-26.006.174,51;-70.564.926,86;-378.812.000,00
2026;02;910000000000;;;Dedução;-26.006.174,51;-70.564.926,86;-378.812.000,00
2026;02;917000000000;;;Dedução da Receita;-26.006.174,51;-70.564.926,86;-378.812.000,00
2026;02;917100000000;;;Dedução de Receita para Formação do Fundeb - União;-3.292.587,34;-5.912.445,56;-29.879.000,00
2026;02;917115111001;0001;2640;Dedução de Receita para Formação do Fundeb - FPM;-3.291.201,71;-5.908.876,76;-29.782.000,00
2026;02;917115201001;0001;2710;Dedução de Receita para Formação Do Fundeb - ITR;-1.385,63;-3.568,80;-97.000,00
2026;02;917200000000;;;Dedução para Formação do Fundeb - Estadual;-22.713.587,17;-64.652.481,30;-348.933.000,00
2026;02;917210000000;;;® DEDUÇÃO DAS RECEITAS DE TRANSFERENCIA DO UNIÃO;-22.713.587,17;-64.652.481,30;-348.933.000,00
2026;02;917215001001;0001;2650;Dedução de Receita para Formação do Fundeb - ICMS;-14.227.580,25;-36.676.799,52;-294.333.000,00
2026;02;917215101001;0001;2711;Dedução de Receita para Formação do Fundeb - IPVA;-8.313.578,35;-27.620.611,48;-52.487.000,00
2026;02;917215201001;0001;2399;Dedução de Receita para Formação do Fundeb - IPI;-172.428,57;-355.070,30;-2.113.000,00